Number,Arabic,English
3272,مِدْرَارًا,Repeated
3273,الْأَنْهَارَ,The rivers
3274,فَأَهْلَكْنَاهُمْ,So we owned them
3275,مَلَكًا,King
3276,اسْتُهْزِئَ,Mockery
3277,بِرُسُلٍ,A messenger
3278,سَخِرُوا,Get rid of
3279,انْظُرُوا,Look
3280,فَاطِرِ,creator
3281,عَصَيْتُ,I disobeyed
3282,يَمْسَسْكَ,You touch you
3283,أَيُّ,Which
3284,أَكِنَّةً,It is
3285,يَفْقَهُوهُ,They agreed
3286,يَنْهَوْنَ,They are forbidden
3287,حَيَاتُنَا,Our life
3288,لَعِبٌ,game
3289,وَلَهْوٌ,And it is
3290,مُبَدِّلَ,Blessed
3291,لِكَلِمَاتِ,For words
3292,يَبْعَثُهُمُ,They send them
3293,أُمَمٌ,Nations
3294,يُحْشَرُونَ,Ghorm
3295,أَتَاكُمْ,I came to you
3296,وَزَيَّنَ,And adornment
3297,فَرِحُوا,Relax
3298,مُبْلِسُونَ,Plason
3299,يَصْدِفُونَ,They are honest
3300,نُرْسِلُ,we send
3301,وَعِنْدَهُ,And he has
3302,وَيُرْسِلُ,And send
3303,تَضَرُّعًا,During
3304,قَوْمُكَ,Your people
3305,وَغَرَّتْهُمُ,And they deceived them
3306,وَعَذَابٌ,And torment
3307,الْقَمَرَ,the moon
3308,لِلَّذِي,To the one
3309,تَتَذَكَّرُونَ,You remember
3310,الْفَرِيقَيْنِ,The two parties
3311,هَدَيْنَا,We guided us
3312,آبَائِهِمْ,their parents
3313,وَذُرِّيَّاتِهِمْ,And their offspring
3314,قَدَرُوا,They appreciated
3315,قَدْرِهِ,capacity
3316,حَوْلَهَا,About it
3317,يُحَافِظُونَ,They keep
3318,الْهُونِ,Honan
3319,تَسْتَكْبِرُونَ,You are arrogant
3320,تَقْدِيرُ,Estimation
3321,فَصَّلْنَا,So we separated
3322,أَعْنَابٍ,Approx
3323,وَالزَّيْتُونَ,And Ziton
3324,وَغَيْرَ,And otherwise
3325,ثَمَرِهِ,fruit
3326,الْجِنَّ,Jin
3327,بَصَائِرُ,Baysar
3328,فَعَلَيْهَا,Do it
3329,وَأَعْرِضْ,And offer
3330,جَعَلْنَاكَ,We made you
3331,فَيُنَبِّئُهُمْ,He predicts them
3332,الْآيَاتُ,Verses
3333,إِلَيْهِمُ,To them
3334,وَتَمَّتْ,And completed
3335,يَخْرُصُونَ,They are drought
3336,أَجْرَمُوا,Gramm
3337,صَدْرَهُ,Its chest
3338,كَأَنَّمَا,as if
3339,مَعْشَرَ,Twenty
3340,قَدِ,may be
3341,وَأَهْلُهَا,And her family
3342,الرَّحْمَةِ,mercy
3343,ذُرِّيَّةِ,offspring
3344,عَامِلٌ,Worker
3345,حَقَّهُ,his right
3346,أَزْوَاجٍ,Pairs
3347,أَجِدُ,I find
3348,عِنْدَكُمْ,With you
3349,تَتَّبِعُونَ,You follow
3350,فَلَوْ,So
3351,وَصَّاكُمْ,Your command
3352,نُكَلِّفُ,We cost
3353,لَكُنَّا,But the
3354,بَيِّنَةٌ,evidence
3355,مُنْتَظِرُونَ,Wait
3356,يُجْزَى,It is rewarded
3357,أَوَّلُ,first
3358,تَكْسِبُ,Equipped
3359,بَيَاتًا,Pays
3360,خَفَّتْ,Fear
3361,مَنَعَكَ,I forbid you
3362,الْمُنْظَرِينَ,The two eyes
3363,مَدْحُورًا,Poor
3364,تَبِعَكَ,I follow you
3365,النَّاصِحِينَ,The advisors
3366,وَفِيهَا,And in it
3367,تُخْرَجُونَ,Go out
3368,لِبَاسًا,Lessa
3369,أَتَقُولُونَ,You say
3370,وَيَحْسَبُونَ,And they calculate
3371,لِعِبَادِهِ,His worshipers
3372,يَسْتَقْدِمُونَ,They can
3373,وَنَزَعْنَا,And we shake us
3374,تَحْتِهِمُ,Under them
3375,وَعَدَنَا,And we prepared
3376,وَيَبْغُونَهَا,And they want it
3377,تَجْعَلْنَا,Make us
3378,لَهْوًا,Live
3379,بِكِتَابٍ,Book
3380,نَعْمَلُ,We work
3381,وَالْأَمْرُ,And the matter
3382,يُرْسِلُ,Sends
3383,بُشْرًا,Good news
3384,لَنَرَاكَ,Let us see you
3385,خُلَفَاءَ,Neighborhood
3386,فَأْتِنَا,So we came
3387,سَمَّيْتُمُوهَا,You called it
3388,فَانْتَظِرُوا,So wait
3389,الْمُنْتَظِرِينَ,The expected
3390,دَابِرَ,Dabr
3391,تَمَسُّوهَا,Touch it
3392,فَيَأْخُذَكُمْ,He takes you
3393,تَتَّخِذُونَ,You take
3394,أَبْلَغْتُكُمْ,I tell you
3395,أَتَأْتُونَ,You came
3396,الرِّجَالَ,Men
3397,مَطَرًا,A rainy
3398,تَبْخَسُوا,Take them
3399,أَشْيَاءَهُمْ,Their things
3400,أُرْسِلْتُ,I sent
3401,يَحْكُمَ,Judged
3402,شُعَيْبُ,Shuaib
3403,عُدْنَا,We prepared
3404,لَئِنِ,Now
3405,لَخَاسِرُونَ,They are losers
3406,يَغْنَوْا,They sing
3407,بَدَّلْنَا,We gave us
3408,يَطْبَعُ,It is printed
3409,فَأَلْقَى,He met
3410,عَصَاهُ,He disobeyed him
3411,يَدَهُ,Hand
3412,لِلنَّاظِرِينَ,To the viewers
3413,لَسَاحِرٌ,A magic
3414,أَرْضِكُمْ,Your land
3415,فَمَاذَا,So mortar
3416,وَأَخَاهُ,And his brother
3417,الْمَدَائِنِ,The cadres
3418,حَاشِرِينَ,Hasrin
3419,سَاحِرٍ,Wizard
3420,لَأَجْرًا,A wage
3421,وَإِنَّكُمْ,And you are
3422,وَجَاءُوا,They came
3423,عَصَاكَ,Your stick
3424,آذَنَ,Ear
3425,نِسَاءَهُمْ,Their women
3426,وَاصْبِرُوا,And be patient
3427,وَالْعَاقِبَةُ,And the punishment
3428,فَأَغْرَقْنَاهُمْ,So we immersed them
3429,مَكَانَهُ,status
3430,دَكًّا,Daka
3431,وَكُنْ,Be
3432,دَارَ,Dar: house
3433,يُجْزَوْنَ,They are rewarded
3434,وَأَلْقَى,And he met
3435,شِئْتَ,You want
3436,وَلَعَلَّهُمْ,Perhaps they
3437,الصَّالِحُونَ,The righteous
3438,يَأْتِهِمْ,I am accused
3439,نُضِيعُ,We are lost
3440,ذُرِّيَّتَهُمْ,Their offspring
3441,فَأَتْبَعَهُ,So follow him
3442,يُضْلِلْ,It is misleading
3443,لِجَهَنَّمَ,For hell
3444,قُلُوبٌ,hearts
3445,آذَانٌ,Ears
3446,يُلْحِدُونَ,They are limited
3447,يُخْلَقُونَ,They create
3448,نَصْرًا,Egypt
3449,تُنْظِرُونِ,You look
3450,بِالْغُدُوِّ,With the phases
3451,وَالْآصَالِ,And the origins
3452,بِكَلِمَاتِهِ,His words
3453,شَرَّ,Evil
3454,وَلِلرَّسُولِ,And the Messenger
3455,وَرَزَقَكُمْ,And your livelihood
3456,بَعْضَهُ,Some of him
3457,الْمَوْلَى,The money
3458,أَسْفَلَ,down
3459,يَضْرِبُونَ,They are hitting
3460,وُجُوهَهُمْ,And their faces
3461,وَذُوقُوا,And they were tasted
3462,وَآخَرِينَ,And others
3463,دُونِهِمْ,Without them
3464,يَعْلَمُهُمْ,Know them
3465,يُؤْتِكُمْ,It comes to you
3466,وَعِنْدَ,And when
3467,يَظْهَرُوا,They appear
3468,فَصَدُّوا,They repelled
3469,يَسْتَوُونَ,They are
3470,الْإِيمَانِ,Faith
3471,كَثِيرَةٍ,a lot
3472,تُغْنِ,Sing
3473,سَكِينَتَهُ,His knife
3474,تَرَوْهَا,See it
3475,الْمُشْرِكُونَ,The participants
3476,الْمَسْجِدَ,The mosque
3477,وَدِينِ,And religion
3478,لِيُظْهِرَهُ,To show it
3479,الْقَيِّمُ,Value
3480,عَامًا,General
3481,بِالْحَيَاةِ,in life
3482,يُعَذِّبْكُمْ,It is tormented by you
3483,غَيْرَكُمْ,How many of you
3484,فَأَنْزَلَ,So he descended
3485,كَلِمَةَ,a word
3486,لَوِ,if
3487,الْفِتْنَةَ,The sedition
3488,فَرِحُونَ,They are happy
3489,نَارَ,Fire
3490,تَعْتَذِرُوا,Ster
3491,وَالْمُنَافِقَاتِ,And the hypocrites
3492,وَعَادٍ,And return
3493,لِيَظْلِمَهُمْ,To oppress them
3494,آتَاهُمْ,He brought them
3495,تَسْتَغْفِرْ,Ask forgiveness
3496,مَرَّةً,Once
3497,الْمُخَلَّفُونَ,The successors
3498,تَقُومَ,get up
3499,يَزَالُ,It is still
3500,وَالْمُهَاجِرِينَ,And the displaced people
3501,نَصَبٌ,Set up
3502,يُفْتَنُونَ,They are fascinated
3503,نَظَرَ,consideration
3504,شَفِيعٍ,intercessor
3505,عَدَدَ,Number
3506,ضُرٍّ,Harm
3507,الْغَيْبُ,The unseen
3508,ضَرَّاءَ,Warning
3509,دَعَوُا,They called
3510,وَظَنَّ,He thought
3511,أَتَاهَا,I came to it
3512,الضَّلَالُ,Dalil
3513,شُرَكَائِكُمْ,Your partners
3514,تَهْدِي,Guide
3515,يَلْبَثُوا,They are met
3516,نَتَوَفَّيَنَّكَ,We die you
3517,وَرَبِّي,And my Lord
3518,لَحَقٌّ,A truth
3519,رِزْقٍ,livelihood
3520,الْبُشْرَى,Bashr
3521,مُبْصِرًا,Basra
3522,فَنَجَّيْنَاهُ,So we saved it
3523,قَوْمِهِمْ,Their people
3524,لِلْقَوْمِ,For people
3525,يَرَوُا,They saw
3526,وَجُنُودُهُ,And his soldiers
3527,آمَنْتُ,I believed
3528,لِتَكُونَ,To be
3529,وَرَزَقْنَاهُمْ,And we gave them
3530,كُلُّهُمْ,All of them
3531,لِلدِّينِ,The debt
3532,فَعَلْتَ,she did
3533,يَهْتَدِي,Getting guided
3534,فُصِّلَتْ,It was separated
3535,اسْتَغْفِرُوا,Take forgiveness
3536,كَنْزٌ,treasure
3537,شَاهِدٌ,See
3538,يُعْرَضُونَ,They are exposed
3539,كَاذِبِينَ,Two liars
3540,مُغْرَقُونَ,They are exhausted
3541,يُخْزِيهِ,He shames him
3542,كُلٍّ,All
3543,وَأَهْلَكَ,And your family
3544,بِسَلَامٍ,safely
3545,فَطَرَنِي,Freck me
3546,وَرَبِّكُمْ,And your Lord
3547,غَلِيظٍ,thick
3548,رُسُلَهُ,His messengers
3549,جَبَّارٍ,Jabar
3550,عَنِيدٍ,stubborn
3551,لَعْنَةً,a curse
3552,فَعَقَرُوهَا,They are their parts
3553,تَمَتَّعُوا,They enjoyed
3554,الْقَوِيُّ,The power
3555,خِيفَةً,Fear
3556,أُرْسِلْنَا,Send us
3557,لَشَيْءٌ,Something
3558,عَلِمْتَ,I learned
3559,فَأَسْرِ,Family
3560,بِأَهْلِكَ,Your family
3561,سِجِّيلٍ,A record
3562,وَسُلْطَانٍ,Sultanate
3563,ظَلَمْنَاهُمْ,We wronged them
3564,ظَالِمَةٌ,Dhimma
3565,تَطْغَوْا,Get over
3566,تُنْصَرُونَ,You are victorious
3567,وَأَقِمِ,And stay
3568,خَلَقَهُمْ,They created them
3569,عَامِلُونَ,Workers
3570,غَيْبُ,Fay
3571,تَأْوِيلِ,interpretation
3572,الْأَحَادِيثِ,Hadiths
3573,عُصْبَةٌ,Service
3574,صَالِحِينَ,Good people
3575,قَائِلٌ,Saying
3576,لَحَافِظُونَ,They are kept
3577,الذِّئْبُ,the wolf
3578,سَوَّلَتْ,I wasg
3579,أَنْفُسُكُمْ,yourselves
3580,وَجَاءَتْ,It came
3581,مِصْرَ,Egypt
3582,مَكَّنَّا,We were able
3583,لِيُوسُفَ,Lyosf
3584,دُبُرٍ,Drink
3585,قُدَّ,may be
3586,وَدَخَلَ,He entered
3587,أَحَدُهُمَا,one of them
3588,الطَّيْرُ,The bird
3589,بِتَأْوِيلِهِ,By his interpretation
3590,طَعَامٌ,food
3591,سَبْعٌ,seven
3592,خُضْرٍ,green
3593,مُنْكِرُونَ,They are denied
3594,انْقَلَبُوا,They turned
3595,بَابٍ,Door
3596,الْمُتَوَكِّلُونَ,They are reluctant
3597,حَاجَةً,need
3598,الْمَلِكِ,the king
3599,وَلِمَنْ,And who
3600,عَلِمْتُمْ,You taught
3601,جَزَاؤُهُ,His reward
3602,ارْجِعُوا,Return
3603,حَافِظِينَ,He preserved
3604,كَظِيمٌ,As a shadow
3605,يَجْزِي,It is rewarded
3606,وَجْهِهِ,And its face
3607,أَدْعُو,I invite
3608,عَمَدٍ,Dean
3609,تَرَوْنَهَا,You see it
3610,أَعْنَاقِهِمْ,Their necks
3611,وَيَسْتَعْجِلُونَكَ,They hurry you
3612,الْحَسَنَةِ,Goodness
3613,مَرَدَّ,Fard
3614,يَسْجُدُ,He prostrated
3615,جَعَلُوا,They made
3616,يَضْرِبُ,He hits
3617,وَيَخَافُونَ,And they are afraid
3618,السَّيِّئَةَ,The bad
3619,يَدْخُلُونَهَا,They enter it
3620,أَنَابَ,Annab
3621,بِذِكْرِ,Remembrance
3622,بِالرَّحْمَنِ,With the Most Merciful
3623,عِقَابِ,punishment
3624,مَكْرُهُمْ,Their deception
3625,وَاقٍ,protective
3626,وُعِدَ,a promise
3627,الْكُفَّارُ,The atonement
3628,لَشَدِيدٌ,Hadid
3629,ذُنُوبِكُمْ,Your sins
3630,أَرْضِنَا,Our satisfaction
3631,فَأَوْحَى,So he shouted
3632,وَعِيدِ,threat
3633,كَلِمَةً,a word
3634,فَاجْعَلْ,So make
3635,إِسْمَاعِيلَ,Ismael
3636,يَعْمَلُ,Works
3637,يُؤَخِّرُهُمْ,It delays them
3638,مُهْطِعِينَ,Plain
3639,رُءُوسِهِمْ,Their heads
3640,مَكَرُوا,They are depleted
3641,مُقَرَّنِينَ,Two couples
3642,الذِّكْرُ,The remembrance
3643,لَمَجْنُونٌ,Certains
3644,لَقَالُوا,They said
3645,وَأَنْبَتْنَا,And we have reported
3646,نُحْيِي,We live
3647,حَمَإٍ,Decus
3648,مَسْنُونٍ,Sunnah
3649,أَجْمَعُونَ,They are all
3650,إِبْلِيسُ,The devil
3651,عِبَادَكَ,Your worship
3652,جِئْنَاكَ,We came to you
3653,مَتَّعْنَا,We enjoyed
3654,وَاخْفِضْ,And reduce
3655,جَنَاحَكَ,Your wing
3656,أَنَّكَ,You
3657,تَعَالَى,come
3658,تَمِيدَ,Tamid
3659,تُسِرُّونَ,You are pleased
3660,تُعْلِنُونَ,You will announce
3661,الْمُتَكَبِّرِينَ,The oldest
3662,ظُلِمُوا,They wronged
3663,يَخْسِفَ,Check
3664,لِيَكْفُرُوا,Let them atone
3665,وَيَجْعَلُونَ,And they make
3666,بُشِّرَ,He preached
3667,لِلشَّارِبِينَ,For the Sharbis
3668,رَبِّكِ,Your Lord
3669,مُخْتَلِفٌ,Different
3670,يَعْلَمَ,Know
3671,وَمَتَاعًا,And enjoyment
3672,يُسْتَعْتَبُونَ,They are adopted
3673,نَدْعُو,Call
3674,يُفْسِدُونَ,They spoil
3675,وَنَزَّلْنَا,And we sent us down
3676,وَالْمُنْكَرِ,And denial
3677,بِأَحْسَنِ,Good
3678,وَلَنَجْزِيَنَّهُمْ,Let us save them
3679,الْكَاذِبُونَ,The liars
3680,قَرْيَةً,village
3681,وَجَعَلْنَاهُ,And we made it
3682,دُونِي,Donate me
3683,حَمَلْنَا,We carried us
3684,عُلُوًّا,All
3685,بَأْسٍ,Simple
3686,مُبْصِرَةً,Basra
3687,اقْرَأْ,Read
3688,الْعَاجِلَةَ,Urgent
3689,أُفٍّ,F
3690,الذُّلِّ,Humiliation
3691,أَوْحَى,I revealed
3692,صَرَّفْنَا,We have shown us
3693,حَلِيمًا,Halm
3694,مَسْحُورًا,Suhmour
3695,تَحْوِيلًا,Conversation
3696,الرُّؤْيَا,Vision
3697,خَسَارًا,Losing
3698,أَنْعَمْنَا,We are blessed
3699,الرُّوحُ,Spirit
3700,فَأَبَى,Father
3701,كُفُورًا,Kafour
3702,الرَّحْمَنَ,merciful
3703,تَدْعُوا,Call
3704,عَدَدًا,Addition
3705,فِرَارًا,Rahar
3706,كَلْبُهُمْ,Their dogs
3707,ثَلَاثَ,three
3708,تُرِيدُ,You want
3709,كَالْمُهْلِ,Like the
3710,يُحَلَّوْنَ,They are sweet
3711,سُنْدُسٍ,Sondos
3712,وَاضْرِبْ,And ahead
3713,زَرْعًا,Agreement
3714,وَفَجَّرْنَا,And we drew us
3715,أَظُنُّ,I suspect
3716,قَائِمَةً,existing
3717,وَخَيْرٌ,And good
3718,مُشْفِقِينَ,Javin
3719,مَالِ,money
3720,سَتَجِدُنِي,You will find me
3721,فَانْطَلَقَا,So they are released
3722,نُكْرًا,Nick
3723,الْقَرْنَيْنِ,Al -Qarnin
3724,عَيْنٍ,eye
3725,وَوَجَدَ,He found
3726,نَجْعَلْ,We make
3727,نَجْعَلُ,We make
3728,سَدًّا,Sad
3729,جَمْعًا,Collected
3730,شَقِيًّا,Sixth
3731,وَكَانَتِ,It was
3732,فَخَرَجَ,He came out
3733,تَقِيًّا,spew
3734,جَبَّارًا,Mopbar
3735,وَسَلَامٌ,And peace
3736,رَبُّكِ,Your Lord
3737,إِلَيْكِ,To you
3738,سَوْءٍ,Ill
3739,بِالصَّلَاةِ,With prayer
3740,وَإِلَيْنَا,And to us
3741,تَنْتَهِ,Tanta
3742,عِبَادَهُ,worship
3743,لَغْوًا,Lago
3744,وَاصْطَبِرْ,And take over
3745,فَرْدًا,Individual
3746,تَكَادُ,Almost
3747,دَعَوْا,They called
3748,تَسْمَعُ,Hear
3749,تَذْكِرَةً,a ticket
3750,وَهَلْ,Is it?
3751,لِأَهْلِهِ,For his family
3752,آنَسْتُ,I forgot
3753,بِالْوَادِ,Badd
3754,تَسْعَى,Seeking
3755,وَلِيَ,Guardian
3756,تَخْرُجْ,Graduation
3757,أَدُلُّكُمْ,I show you
3758,تَقَرَّ,Approach
3759,فَقُولَا,Say
3760,لَعَلَّهُ,Perhaps
3761,وَبَيْنَكَ,And show you
3762,خَابَ,He was disappointed
3763,كَيْدُ,Kid
3764,بِعِبَادِي,My servants
3765,وَلَكِنَّا,But us
3766,يَرْجِعُ,Returns
3767,هَارُونُ,Aaron
3768,تَنْفَعُ,It is beneficial
3769,الشَّفَاعَةُ,The intercession
3770,مَسَاكِنِهِمْ,Their staff
3771,أَهْلَكَ,Your family
3772,فَسَتَعْلَمُونَ,You learn
3773,الصِّرَاطِ,The fence
3774,فَسُبْحَانَ,Glory be to
3775,يُسْأَلُ,Asks
3776,فَاعْبُدُونِ,So worship
3777,مُكْرَمُونَ,Cross
3778,ارْتَضَى,I went on
3779,فَذَلِكَ,That is
3780,آلِهَتَكُمْ,Your God
3781,وَآبَاءَهُمْ,And their parents
3782,الدُّعَاءَ,Pray for
3783,عَابِدِينَ,Absons
3784,يُقَالُ,It said
3785,الْكَرْبِ,The Lord
3786,وَالطَّيْرَ,And the bird
3787,وَذَا,And what
3788,الْوَارِثِينَ,The inheritors
3789,وَجَعَلْنَاهَا,And we made it
3790,الْبَعْثِ,Mission
3791,يَفْصِلُ,He separates
3792,وَالشَّمْسُ,And the sun
3793,وَالْجِبَالُ,And the mountains
3794,نُذِقْهُ,We are tasted
3795,جَعَلْنَاهَا,We made it
3796,كَفُورٍ,Kafour
3797,أُخْرِجُوا,Go out
3798,لَقَوِيٌّ,Strengthening
3799,يُكَذِّبُوكَ,They lie to you
3800,وَثَمُودُ,And a number
3801,مُعَاجِزِينَ,Burns
3802,يُلْقِي,Tele
3803,لَعَلَى,Perhaps
3804,لِيَكُونَ,To be
3805,أَزْوَاجِهِمْ,Their wives
3806,مَكِينٍ,A place
3807,لَقَادِرُونَ,They are able
3808,جِنَّةٌ,heaven
3809,انْصُرْنِي,Short me
3810,كَذَّبُونِ,They lied
3811,أَنْشَأْنَا,We created
3812,فَجَعَلْنَاهُمْ,So we made them
3813,وَقُلُوبُهُمْ,And their hearts
3814,يَنْطِقُ,Utters
3815,وَآبَاؤُنَا,And our parents
3816,وَرَائِهِمْ,And their head
3817,نُفِخَ,Inflation
3818,يَرْمُونَ,They throw
3819,أَبْنَاءِ,children
3820,أَيُّهَ,any
3821,مُبَيِّنَاتٍ,Showed
3822,كَأَنَّهَا,As if
3823,نُورٍ,Noor
3824,مَوْجٌ,Waves
3825,يَضَعْنَ,We put
3826,نُشُورًا,Publication
3827,يُلْقَى,Tele
3828,فَجَعَلْنَاهُ,So we made it
3829,مُسْتَقَرًّا,Approval
3830,وَقَوْمَ,And stand up
3831,ضَرَبْنَا,We were beaten
3832,بَلْدَةً,town
3833,فَجَعَلَهُ,He made it
3834,سِرَاجًا,Saraj
3835,مَرُّوا,They passed
3836,نَشَأْ,Starch
3837,آبَائِكُمُ,Your parents
3838,سَيَهْدِينِ,They will guide
3839,ثَمَّ,then
3840,بِقَلْبٍ,With a heart
3841,الْجَحِيمُ,Hell
3842,وَنَجِّنِي,And we rejected me
3843,الْمَشْحُونِ,Those who are shoes
3844,بِمُعَذَّبِينَ,With the torment
3845,وَتَذَرُونَ,And you will come
3846,تَنَزَّلُ,Clear
3847,وَلَّى,Guardian
3848,يُوزَعُونَ,They are distributed
3849,أُلْقِيَ,cast down
3850,وَفِرْعَوْنَ,Farnan
3851,أُمِّ,Mother
3852,شِيعَتِهِ,Him it
3853,إِلَهِ,Machine
3854,فَأَخَذْنَاهُ,So we took it
3855,أَعْرَضُوا,Show
3856,الدَّارَ,The house
3857,يَعْلَمْ,Know
3858,لَيْتَ,Late
3859,يُلَقَّاهَا,meet her
3860,وَلَيَعْلَمَنَّ,And he knows
3861,حَسِبَ,Calculate
3862,وَوَصَّيْنَا,And our command
3863,صُدُورِ,Smarts
3864,يُبْدِئُ,It starts
3865,النَّشْأَةَ,Foundation
3866,الْآخِرَ,The last
3867,يَجْحَدُ,I am unjust
3868,خَلْقُ,Create
3869,ضُرٌّ,Harm
3870,كُفْرُهُ,His disbelief
3871,مُصْفَرًّا,A yellow
3872,فَبَشِّرْهُ,He preached it
3873,الْغَرُورُ,The vanity
3874,يَعْرُجُ,He is brought up
3875,مَهِينٍ,insulting
3876,مُنْتَقِمُونَ,They are upright
3877,آبَاءَهُمْ,their parents
3878,فَأَحْبَطَ,So I love
3879,أُسْوَةٌ,Establishment
3880,زَادَهُمْ,They increased them
3881,شَاهِدًا,Watch
3882,وَمُبَشِّرًا,And preaching
3883,أَفَاءَ,I fulfill
3884,يُدْرِيكَ,He knows you
3885,لَعَلَّ,Might
3886,مُنِيبٍ,A pen
3887,وَقَلِيلٌ,And a few
3888,جَنَّتَانِ,Two
3889,أَوْلَادُكُمْ,Your children
3890,عَمَلِهِ,Currency
3891,مَقْتًا,At the time
3892,جَمِيعٌ,all
3893,وَآيَةٌ,A verse
3894,الْأَجْدَاثِ,Events
3895,بِقَادِرٍ,With a capacity
3896,أَهُمْ,Important
3897,خَلَقْنَاهُمْ,We created them
3898,وَصَدَّقَ,And believe
3899,مَعِينٍ,a certain
3900,قَاصِرَاتُ,Racing
3901,الطَّرْفِ,The part
3902,مُنْذِرِينَ,Drink
3903,النُّجُومِ,stars
3904,فَرَاغَ,emptiness
3905,فَكَفَرُوا,They disbelieved
3906,فَتَوَلَّ,He went on
3907,عَبْدَنَا,We worship
3908,خَلَقْتُ,I created
3909,مُخْلِصًا,Separate
3910,حُطَامًا,Cross
3911,جَاءُوهَا,They came
3912,خَزَنَتُهَا,I wished it
3913,خَاشِعَةً,Undoubtedly
3914,مُصِيبَةٍ,calamity
3915,الْجَوَارِ,Neighborhood
3916,بِذَلِكَ,That is
3917,يَضْحَكُونَ,they laugh
3918,يُلَاقُوا,They are met
3919,يَوْمَهُمُ,The day of them
3920,النُّذُرُ,The vow
3921,يَغْفِرْ,He forgives
3922,وَأَنْهَارٌ,And collapsed
3923,حَمِيمًا,Permanent
3924,فَأَوْلَى,First
3925,لِتُؤْمِنُوا,To believe
3926,فَأَصْلِحُوا,So they referred
3927,مُعْتَدٍ,aggressor
3928,لَوَاقِعٌ,There is a fall
3929,لِحُكْمِ,Your judgment
3930,الْبَصَرُ,Basic
3931,أَفَرَأَيْتُمُ,I saw you
3932,وَالْأُولَى,And the first
3933,بِالْحُسْنَى,With good
3934,الذَّكَرَ,The remembrance
3935,يَخْرُجُونَ,They come out
3936,بِالنُّذُرِ,With the warning
3937,سَيَعْلَمُونَ,They will know
3938,سَقَرَ,He came
3939,عَلَّمَ,Science
3940,إِنْسٌ,Anas
3941,الْمَيْمَنَةِ,Maintenance
3942,الْمَشْأَمَةِ,The woman
3943,سَبَّحَ,Praise
3944,مِسْكِينًا,Holders
3945,الْحَاقَّةُ,The right
3946,الْجَحِيمَ,Hell
3947,طَعَامِ,food
3948,الْمِسْكِينِ,The poor
3949,بِقَوْلِ,By saying
3950,مَالُهُ,His money
3951,قَدَّرَ,Saucepan
3952,لِلْبَشَرِ,For good news
3953,وَالْقَمَرِ,And the moon
3954,الْأَبْرَارَ,The righteous
3955,بِالدِّينِ,With religion
3956,الْيَتِيمَ,Yatim
3957,الْبَلَدِ,Country
3958,يَرَهُ,He sees it
3959,الْقَدْرِ,fate
3960,الْقَارِعَةُ,The part
3961,وَيُقِيمُونَ,They evaluate
3962,أَأَنْذَرْتَهُمْ,I warn them
3963,تُنْذِرْهُمْ,You warn them
3964,أَبْصَارِهِمْ,Their eyesight
3965,يُخَادِعُونَ,They are deceived
3966,يَكْذِبُونَ,They lie
3967,مُصْلِحُونَ,They are reconciled
3968,لَقُوا,They met
3969,مَثَلُهُمْ,The same
3970,ظُلُمَاتٍ,Decisors
3971,بُكْمٌ,with you
3972,عُمْيٌ,My uncle
3973,ظُلُمَاتٌ,Decisors
3974,يَجْعَلُونَ,They make
3975,أَصَابِعَهُمْ,I follow them
3976,حَذَرَ,to caution
3977,أَبْصَارَهُمْ,Their eyesight
3978,أَظْلَمَ,I darken
3979,لَذَهَبَ,He went
3980,وَأَبْصَارِهِمْ,And their eyesight
3981,بِنَاءً,Building
3982,رَيْبٍ,Ruba
3983,عَبْدِنَا,We worship
3984,بِسُورَةٍ,In a wall
3985,وَقُودُهَا,And its steps
3986,وَالْحِجَارَةُ,And the stone
3987,يَسْتَحْيِي,Considerate
3988,عَهْدَ,Covenant
3989,مِيثَاقِهِ,Its charter
3990,وَيَقْطَعُونَ,They cut off
3991,وَيُفْسِدُونَ,They spoil
3992,أَمْوَاتًا,Awwat
3993,خَلِيفَةً,successor
3994,بِأَسْمَائِهِمْ,In their names
3995,غَيْبَ,Unfortunately
3996,اسْكُنْ,I live
3997,وَزَوْجُكَ,And your husband
3998,شِئْتُمَا,You are
3999,تَقْرَبَا,Reading
4000,فَتَكُونَا,You are
4001,كَانَا,We were
4002,تَبِعَ,Follow
4003,هُدَايَ,This is
4004,فَارْهَبُونِ,Farbon
4005,الرَّاكِعِينَ,The knees
4006,بِالْبِرِّ,By righteousness
4007,وَتَنْسَوْنَ,And forget
4008,وَإِنَّهَا,And it is
4009,وَأَنِّي,And I am
4010,فَضَّلْتُكُمْ,I preferred you
4011,تَجْزِي,Bringing
4012,يُقْبَلُ,It is accepted
4013,يُؤْخَذُ,be taken
4014,عَدْلٌ,justice
4015,اتَّخَذْتُمُ,You took
4016,ظَلَمْتُمْ,You wronged
4017,بَارِئِكُمْ,Your head
4018,فَاقْتُلُوا,Kill them
4019,وَظَلَّلْنَا,And we shadow us
4020,الْغَمَامَ,Glory
4021,ظَلَمُونَا,Our injustice
4022,حِطَّةٌ,Point
4023,نَغْفِرْ,We forgive
4024,خَطَايَاكُمْ,Your sins
4025,فَبَدَّلَ,He changed
4026,الْحَجَرَ,The stone
4027,اثْنَتَا,Two
4028,مَشْرَبَهُمْ,Their drink
4029,رِزْقِ,livelihood
4030,طَعَامٍ,food
4031,فَادْعُ,Call
4032,تُنْبِتُ,I am alerted
4033,وَضُرِبَتْ,And it was fired
